time,springDeflFL,springDeflFR,camberFL,camberFR,cmComFL,cmComFR,cmCamKinFL,cmCamKinFR,cmCamFL,cmCamFR,cmPitchCenterL,cmPitchCenterR
57.9699999999556,-0.0228796269257335,0.0268325101418458,-0.0100480120088977,-0.00591759234046548,-0.0242005214095116,0.0196043346077204,-0.00998441968113184,-0.00597647204995155,-0.00471570296213031,0.00201215920969844,2.18100500106812,-1.65116083621979
57.9799999999556,-0.0228795570015708,0.0268292135973398,-0.0100479158304966,-0.0059172783795471,-0.0242002625018358,0.0196030270308256,-0.00998432282358408,-0.0059761656448245,-0.00471571739763021,0.00201225117780268,2.18100309371948,-1.65078890323639
57.9899999999556,-0.0228795823181928,0.0268258554974479,-0.0100478352229007,-0.00591696680511452,-0.0242000408470631,0.0196017306298018,-0.00998423993587494,-0.00597586110234261,-0.00471574254333973,0.00201234873384237,2.18100142478943,-1.65042304992676
57.9999999999555,-0.0228795209717325,0.02682261194795,-0.0100477685481764,-0.00591665668686282,-0.0241998508572578,0.0196004416793585,-0.00998417194932699,-0.00597555935382843,-0.00471577839925885,0.00201245141215622,2.18099999427795,-1.6500631570816
58.0099999999555,-0.0228795514313221,0.026819304677833,-0.0100477170962115,-0.0059163480247743,-0.0241996962577105,0.0195991601794958,-0.00998411793261766,-0.0059752594679594,-0.00471582496538758,0.00201255967840552,2.18099856376648,-1.64970898628235
58.0199999999555,-0.0228796751985653,0.026815935447241,-0.0100476795771253,-0.00591604171541921,-0.0241995733231306,0.019597889855504,-0.00998407788574696,-0.00597496144473553,-0.00471588177606463,0.00201267329975963,2.18099737167358,-1.6493604183197
58.0299999999555,-0.0228797715744405,0.0268126219743365,-0.0100476560420876,-0.00591573648130415,-0.0241994839161634,0.0195966251194477,-0.00998405087739229,-0.00597466574981809,-0.00471594883129001,0.00201279204338789,2.18099641799927,-1.64901745319366
58.0399999999554,-0.0228798388357468,0.0268093629174666,-0.0100476461430432,-0.00591543318529997,-0.0241994261741638,0.0195953696966171,-0.00998403877019882,-0.0059743719175458,-0.00471602659672499,0.00201291567645967,2.18099546432495,-1.64867973327637
58.0499999999554,-0.0228800572977062,0.0268059812842073,-0.0100476508218193,-0.00591513134539378,-0.0241994019597769,0.0195941217243671,-0.0099840397015214,-0.00597407994791865,-0.00471611460670829,0.00201304443180561,2.18099474906921,-1.64834725856781
58.0599999999554,-0.0228802478020636,0.0268026564927175,-0.0100476678978697,-0.00591483106268224,-0.0241994075477123,0.0195928812026978,-0.00998405367136002,-0.00597378984093666,-0.00471621239557862,0.00201317784376442,2.18099403381348,-1.6480199098587
58.0699999999554,-0.0228804071716057,0.0267993870190446,-0.0100476982618514,-0.00591453223603892,-0.0241994429379702,0.019591648131609,-0.00998407974839211,-0.0059735020622611,-0.00471631996333599,0.00201331614516675,2.1809937953949,-1.64769792556763
58.0799999999553,-0.0228807164001498,0.0267959985713105,-0.0100477400301035,-0.00591423493285869,-0.0241995044052601,0.0195904225111008,-0.00998411700129509,-0.00597321568056941,-0.00471643637865782,0.0020134593360126,2.18099355697632,-1.647381067276
58.0899999999553,-0.0228809915407899,0.026792667616076,-0.0100477941444489,-0.00591393956771686,-0.0241995938122272,0.0195892062038183,-0.00998416729271412,-0.00597293162718415,-0.00471656210720539,0.00201360788196325,2.18099331855774,-1.6470695734024
58.0999999999553,-0.0228812932671233,0.0267893379750567,-0.0100478596630534,-0.00591364572601182,-0.0241997092962265,0.0195879973471165,-0.00998422782868147,-0.00597264943644404,-0.00471669575199485,0.00201376178301871,2.18099355697632,-1.64676332473755
58.1099999999553,-0.0228816207695788,0.0267860109177142,-0.0100479368827968,-0.0059133538223183,-0.0241998508572578,0.0195867978036404,-0.00998430047184229,-0.00597236910834908,-0.0047168368473649,0.00201392080634832,2.18099355697632,-1.64646220207214
58.1199999999552,-0.0228820331324837,0.0267826295037732,-0.0100480245649572,-0.00591306347574384,-0.0242000166326761,0.0195856057107449,-0.00998438335955143,-0.00597209110856056,-0.00471698539331555,0.00201408425346017,2.18099403381348,-1.64616620540619
58.1299999999552,-0.0228823477650351,0.0267793712314117,-0.01004812394824,-0.00591277461886138,-0.0242002084851265,0.0195844210684299,-0.00998447649180889,-0.00597181497141719,-0.0047171413898468,0.0020142518915236,2.18099451065063,-1.64587533473969
58.1399999999552,-0.0228827444276151,0.026776060772385,-0.0100482328520959,-0.00591248824937325,-0.0242004226893187,0.0195832476019859,-0.00998458079993725,-0.00597154162824154,-0.00471730390563607,0.00201442372053862,2.18099522590637,-1.64558959007263
58.1499999999552,-0.0228831627291222,0.0267727597878493,-0.0100483518702882,-0.0059122038515581,-0.0242006592452526,0.0195820834487677,-0.00998469348996878,-0.00597127014771104,-0.00471747340634465,0.00201459880918264,2.18099594116211,-1.64530909061432
58.1599999999552,-0.022883660130749,0.0267694094516206,-0.0100484807059211,-0.00591192145911466,-0.0242009181529284,0.0195809286087751,-0.00998481642454863,-0.00597100099548697,-0.00471764942631125,0.00201477762311697,2.18099689483643,-1.64503371715546
58.1699999999551,-0.0228840589753686,0.0267661911221689,-0.0100486187140443,-0.00591164152032848,-0.0242011975497007,0.0195797849446535,-0.00998494774103165,-0.00597073463723063,-0.0047178310342133,0.00201495946384966,2.18099808692932,-1.64476358890533
58.1799999999551,-0.0228845356905689,0.0267629268845012,-0.0100487652497074,-0.00591136358689563,-0.0242014955729246,0.0195786505937576,-0.00998508837074041,-0.00597047060728073,-0.00471801916137338,0.00201514433138072,2.18099927902222,-1.64449882507324
58.1899999999551,-0.0228850900650925,0.0267596176715566,-0.0100489209578398,-0.00591108810710231,-0.0242018140852451,0.0195775274187326,-0.00998523738235235,-0.00597020937129855,-0.0047182128764689,0.0020153324585408,2.18100070953369,-1.64423930644989
58.1999999999551,-0.022885541009657,0.0267564428014775,-0.0100490855415451,-0.00591081511465204,-0.0242021530866623,0.0195764154195786,-0.00998539477586746,-0.00596995046362281,-0.00471841171383858,0.00201552314683795,2.18100214004517,-1.64398503303528
58.209999999955,-0.0228861281100438,0.026753166792461,-0.0100492573628786,-0.00591054412753014,-0.0242025069892406,0.0195753127336502,-0.00998556055128574,-0.00596969434991479,-0.00471861613914371,0.00201571639627218,2.18100380897522,-1.64373624324799
58.219999999955,-0.0228866123835463,0.0267500292079254,-0.0100494380597625,-0.00591027607603242,-0.0242028813809156,0.0195742230862379,-0.00998573284596205,-0.00596944149583578,-0.00471882568672299,0.0020159122068435,2.18100547790527,-1.64349257946014
58.229999999955,-0.0228872321478067,0.0267467924696472,-0.0100496263423068,-0.00591001096015296,-0.024203272536397,0.0195731464773417,-0.00998591352254152,-0.00596919097006321,-0.00471904035657644,0.00201611057855189,2.18100738525391,-1.64325439929962
58.239999999955,-0.0228878051665714,0.026743633617712,-0.010049821862445,-0.00590974784958025,-0.0242036785930395,0.0195720791816711,-0.0099861016497016,-0.00596894323825836,-0.00471925968304276,0.00201631104573607,2.18100953102112,-1.64302146434784
58.2499999999549,-0.0228883339657321,0.026740556683549,-0.0100500253162748,-0.0059094877083275,-0.0242041032761335,0.0195710249245167,-0.00998629722744226,-0.00596869830042124,-0.00471948366612196,0.0020165138412267,2.18101167678833,-1.64279389381409
58.2599999999549,-0.0228889958792661,0.0267373816290017,-0.0100502357107912,-0.00590923005437969,-0.0242045428603888,0.0195699818432331,-0.00998650025576353,-0.00596845615655184,-0.00471971230581403,0.00201671849936247,2.18101406097412,-1.64257156848907
58.2699999999549,-0.0228896115296835,0.0267342886535278,-0.010050453045982,-0.00590897533602769,-0.0242049973458052,0.0195689518004656,-0.00998670887202024,-0.00596821727231145,-0.00471994560211897,0.00201692548580468,2.18101644515991,-1.64235460758209
58.2799999999549,-0.0228902421311275,0.0267312195737979,-0.0100506779667724,-0.00590872310497,-0.0242054685950279,0.019567932933569,-0.00998692587018013,-0.0059679807163775,-0.0047201830893755,0.00201713410206139,2.18101906776428,-1.64214289188385
58.2899999999549,-0.022890824758254,0.0267282316142466,-0.0100509095313295,-0.00590847339491776,-0.0242059547454119,0.0195669252425432,-0.00998714845627546,-0.00596774742007256,-0.0047204252332449,0.0020173448137939,2.18102169036865,-1.64193630218506
58.2999999999548,-0.0228915398342725,0.0267251475024997,-0.0100511486814597,-0.00590822662044752,-0.0242064576596022,0.0195659305900335,-0.00998737849295139,-0.00596751691773534,-0.00472067110240459,0.00201755738817155,2.1810245513916,-1.64173495769501
58.3099999999548,-0.0228922066034626,0.0267221454950552,-0.0100513935335128,-0.00590798284898948,-0.0242069736123085,0.0195649489760399,-0.00998761411756277,-0.00596728920936584,-0.00472092162817717,0.00201777159236372,2.18102741241455,-1.64153873920441
58.3199999999548,-0.022892887760154,0.0267191685652764,-0.0100516453261762,-0.00590774156480951,-0.024207504466176,0.0195639785379171,-0.00998785719275475,-0.00596706476062536,-0.00472117587924004,0.00201798742637038,2.1810302734375,-1.64134752750397
58.3299999999548,-0.0228935805644102,0.0267162137266435,-0.0100519037625552,-0.00590750280162125,-0.0242080502212048,0.0195630192756653,-0.00998810585588217,-0.00596684264019132,-0.00472143478691578,0.0020182051230222,2.18103361129761,-1.64116132259369
58.3399999999547,-0.0228942846574655,0.0267132809715764,-0.0100521688426363,-0.00590726700771948,-0.0242086108773947,0.0195620730519295,-0.00998836103826761,-0.00596662377938628,-0.00472169741988182,0.00201842421665788,2.18103671073914,-1.64098012447357
